lemma,genus,nominativ plural
Abrichtung,f,Abrichtungen
Abrin,n,Abrine
Abriss,m,Abrisse
Abrissantrag,m,Abrissanträge
Abrissbirne,f,Abrissbirnen
Abrogation,f,Abrogationen
Abruf,m,Abrufe
Abrufvideo,n,Abrufvideos
Abrundung,f,Abrundungen
Abruzzen,,Abruzzen
Abrégé,n,Abrégés
Abrüster,m,Abrüster
Abrüstung,f,Abrüstungen
Abrüstungskonferenz,f,Abrüstungskonferenzen
Absacker,m,Absacker
Absage,f,Absagen
Absaroka,,Absaroka
Absatz,m,Absätze
Absatzmarkt,m,Absatzmärkte
Absatzplus,n,
Absatzproblem,n,Absatzprobleme
Absatzzeichen,n,Absatzzeichen
Absauganlage,f,Absauganlagen
Absaugung,f,Absaugungen
Abscessus,m,Abscessus
Abscessus cerebri,m,Abscessus cerebri
Abscessus hepatis,m,Abscessus hepatis
Abscessus lienis,m,Abscessus lienis
Abschach,n,
Abschaffung,f,Abschaffungen
Abschaltung,f,Abschaltungen
Abschaum,m,
Abscheider,m,Abscheider
Abscheidung,f,Abscheidungen
Abscheu,,
Abscheulichkeit,f,Abscheulichkeiten
Abschiebehaft,f,
Abschiebung,f,Abschiebungen
Abschied,m,Abschiede
Abschiedsausgabe,f,Abschiedsausgaben
Abschiedsbrief,m,Abschiedsbriefe
Abschiedserklärung,f,Abschiedserklärungen
Abschiedsfeier,f,Abschiedsfeiern
Abschiedsfest,n,Abschiedsfeste
Abschiedsgeschenk,n,Abschiedsgeschenke
Abschiedsgruß,m,Abschiedsgrüße
Abschiedsgrußformel,f,Abschiedsgrußformeln
Abschiedskuss,m,Abschiedsküsse
Abschiedsrede,f,Abschiedsreden
Abschiedsvorlesung,f,Abschiedsvorlesungen
Abschiedswort,n,Abschiedsworte
Abschirmung,f,Abschirmungen
Abschlachten,n,
Abschlachtung,f,Abschlachtungen
Abschlag,m,Abschläge
Abschlagsmarkierung,f,Abschlagsmarkierungen
Abschleppdienst,m,Abschleppdienste
Abschleppseil,n,Abschleppseile
Abschleppstange,f,Abschleppstangen
Abschleppwagen,m,
Abschluss,m,Abschlüsse
Abschlussarbeit,f,Abschlussarbeiten
Abschlussball,m,Abschlussbälle
Abschlussbericht,m,Abschlussberichte
Abschlussjahr,n,Abschlussjahre
Abschlusskappe,f,Abschlusskappen
Abschlussprüfung,f,Abschlussprüfungen
Abschlussrede,f,Abschlussreden
Abschlusstraining,n,Abschlusstrainings
Abschlusszeugnis,n,Abschlusszeugnisse
Abschmack,m,
Abschnitt,m,Abschnitte
Abschnittsburg,f,Abschnittsburgen
Abschottung,f,Abschottungen
Abschreckung,f,Abschreckungen
Abschreibung,f,Abschreibungen
Abschreibungsobjekt,n,Abschreibungsobjekte
Abschrift,f,Abschriften
Abschrot,m,Abschrote
Abschröter,m,Abschröter
Abschulung,f,Abschulungen
Abschuss,m,Abschüsse
Abschussbasis,f,Abschussbasen
Abschussbefehl,m,Abschussbefehle
Abschussliste,f,Abschusslisten
Abschussrampe,f,Abschussrampen
Abschwung,m,Abschwünge
Abschwächung,f,Abschwächungen
Abschätzung,f,Abschätzungen
Abschürfung,f,Abschürfungen
Abscisin,n,Abscisine
Abseilachter,m,Abseilachter
Abseilen,n,
Abseiler,m,Abseiler
Abseite,f,Abseiten
Abseits,n,Abseits
Abseitsfalle,f,Abseitsfallen
Abseitstor,n,Abseitstore
Absence,f,Absencen
Absender,m,Absender
Absenderin,f,Absenderinnen
Absentismus,m,Absentismen
Absentiv,m,Absentive
Absenz,f,Absenzen
Absetzbetrag,m,Absetzbeträge
Absetzung,f,Absetzungen
Absicht,f,Absichten
Absichtserklärung,f,Absichtserklärungen
Absichtslosigkeit,f,
Absinth,m,Absinthe
Absinthismus,m,
Absmeier,,
Absolutadjektiv,n,Absolutadjektive
Absolutes,n,
Absolutheit,f,Absolutheiten
Absolutheitsanspruch,m,Absolutheitsansprüche
Absolution,f,Absolutionen
Absolutismus,m,
Absolutist,m,Absolutisten
Absolutiv,m,Absolutive
Absolutquadrat,n,Absolutquadrate
Absolvent,m,Absolventen
Absolventin,f,Absolventinnen
Absonderlichkeit,f,Absonderlichkeiten
Absonderung,f,Absonderungen
Absorbens,n,
Absorbierung,f,Absorbierungen
Absorption,f,Absorptionen
Abspaltung,f,Abspaltungen
Absperrbalken,m,Absperrbalken
Absperrband,n,Absperrbänder
Absperrgitter,n,Absperrgitter
Absperrhahn,m,Absperrhähne
Absperrung,f,Absperrungen
Abspielfehler,m,Abspielfehler
Absprache,f,Absprachen
Absprung,m,Absprünge
Abstammung,f,Abstammungen
Abstammungsgeschichte,f,Abstammungsgeschichten
Abstammungslehre,f,
Abstammungstheorie,f,Abstammungstheorien
Abstand,m,Abstände
Abstandsprache,f,Abstandsprachen
Abstauber,m,Abstauber
Abstecher,m,Abstecher
Absteige,f,Absteigen
Absteiger,m,Absteiger
Abstellgleis,n,Abstellgleise
Abstellkammer,f,Abstellkammern
Abstellraum,m,Abstellräume
Abstich,m,Abstiche
Abstieg,m,Abstiege
Abstiegsangst,f,Abstiegsängste
Abstiegskampf,m,Abstiegskämpfe
Abstiegsplatz,m,Abstiegsplätze
Abstimmung,f,Abstimmungen
Abstimmungsergebnis,n,Abstimmungsergebnisse
Abstimmungsgebiet,n,Abstimmungsgebiete
Abstimmungsniederlage,f,Abstimmungsniederlagen
Abstimmungsverfahren,n,Abstimmungsverfahren
Abstinenz,f,
Abstinenzler,m,Abstinenzler
Abstinenzlerin,f,Abstinenzlerinnen
Abstract,,Abstracts
Abstraktion,f,Abstraktionen
Abstraktionsfähigkeit,f,Abstraktionsfähigkeiten
Abstraktivität,f,
Abstraktum,n,Abstrakta
Abstreiter,,
Abstrichprobe,f,Abstrichproben
Abstrusität,f,Abstrusitäten
Abströmkalotte,f,Abströmkalotten
Abstufung,f,Abstufungen
Abstufungspartikel,f,Abstufungspartikeln
Abstumpfung,f,Abstumpfungen
Absturz,m,Abstürze
Absturzgefahr,f,Absturzgefahren
Absturzopfer,n,Absturzopfer
Absturzstelle,f,Absturzstellen
Absturzursache,f,Absturzursachen
Absurdistan,,
Absurdität,f,Absurditäten
Abszess,,Abszesse
Abszisin,n,Abszisine
Abszisse,f,Abszissen
Abt,m,Äbte
Abt,,
Abtastrate,f,Abtastraten
Abtausch,m,
Abtei,f,Abteien
Abteil,n,Abteile
Abteilen,n,
Abteiltür,f,Abteiltüren
Abteiltüre,f,Abteiltüren
Abteilung,f,Abteilungen
Abteilungsleiter,m,Abteilungsleiter
Abteilungsleiterin,f,Abteilungsleiterinnen
Abtenau,,
Abteufung,f,Abteufungen
Abtnaundorf,,
Abtragung,f,Abtragungen
Abtransport,m,Abtransporte
Abtreibung,f,Abtreibungen
Abtreibungsfrage,f,Abtreibungsfragen
Abtreibungsgegner,m,Abtreibungsgegner
Abtreibungsgegnerin,f,Abtreibungsgegnerinnen
Abtreibungsklinik,f,Abtreibungskliniken
Abtreibungsparagraf,m,Abtreibungsparagrafen
Abtreibungspille,f,Abtreibungspillen
Abtreibungsrecht,n,Abtreibungsrechte
Abtreibungsversuch,m,Abtreibungsversuche
Abtrennung,f,Abtrennungen
Abtretung,f,Abtretungen
Abtrift,f,Abtriften
Abtritt,m,Abtritte
Abtritterker,m,Abtritterker
Abtropfgewicht,n,
Abtrunk,m,
Abtshaus,n,Abtshäuser
Abtönungspartikel,f,Abtönungspartikeln
Abtötung,f,Abtötungen
Abu Dhabi,,
Abu Kamal,,
Abu Simbel,,
Abuja,,
Abulie,f,Abulien
Abundanz,f,
Abusir,,
Abusus,m,Abusus
Abverkauf,m,Abverkäufe
Abvers,m,Abverse
Abwahl,f,Abwahlen
Abwahlantrag,m,Abwahlanträge
Abwanderer,m,Abwanderer
Abwanderung,f,Abwanderungen
Abwandlung,f,Abwandlungen
Abwasch,m,Abwäsche
Abwasch,f,Abwäschen
Abwasser,n,Abwässer
Abwasseraufbereitung,f,Abwasseraufbereitungen
Abwassergeruch,m,Abwassergerüche
Abwasserkanal,m,Abwasserkanäle
Abwasserleitung,f,Abwasserleitungen
Abwassermenge,f,Abwassermengen
Abwasserreinigungsanlage,f,Abwasserreinigungsanlagen
Abwassertank,m,
Abwechselung,f,Abwechselungen
Abwechslung,f,Abwechslungen
Abweg,m,Abwege
Abwehr,f,
Abwehrkette,f,Abwehrketten
Abwehrkraft,f,Abwehrkräfte
Abwehrmechanismus,m,Abwehrmechanismen
Abwehrrakete,f,Abwehrraketen
Abwehrseite,f,Abwehrseiten
Abwehrspieler,m,Abwehrspieler
Abwehrsystem,n,Abwehrsysteme
Abwehrverletzung,f,Abwehrverletzungen
Abweichler,m,Abweichler
Abweichlerin,f,Abweichlerinnen
Abweichung,f,Abweichungen
Abweisung,f,Abweisungen
Abwertung,f,Abwertungen
Abwesenheit,f,Abwesenheiten
Abwetter,,Abwetter
Abwicklung,f,Abwicklungen
Abwind,m,Abwinde
Abwrackprämie,f,Abwrackprämien
Abwurf,m,Abwürfe
Abwägung,f,Abwägungen
Abwärme,f,
Abwärmekraftwerk,n,Abwärmekraftwerke
Abwärtsbewegung,f,Abwärtsbewegungen
Abwärtstrend,m,Abwärtstrends
Abyssal,n,
Abyssopelagial,n,
Abyssus,m,
Abzahlung,f,Abzahlungen
Abzeichen,n,Abzeichen
Abzieher,m,Abzieher
Abziehstahl,m,Abziehstähle
Abzocke,f,Abzocken
Abzocker,m,Abzocker
Abzug,m,Abzüge
Abzug,,
Abzugsschach,n,Abzugsschachs
Abzugsschacht,m,Abzugsschächte
Abzugszüngel,n,Abzugszüngel
Abzweig,m,Abzweige
Abzweigdose,f,Abzweigdosen
Abzweigung,f,Abzweigungen
Abzym,n,Abzyme
Abzählreim,m,Abzählreime
Abzäunung,f,Abzäunungen
Abänderbarkeit,f,
Abänderlichkeit,f,
Abänderung,f,Abänderungen
Abänderungsantrag,m,Abänderungsanträge
Abänderungsvorschlag,m,Abänderungsvorschläge
Abätzung,f,Abätzungen
Abéché,,
Academy-Award,m,Academy-Awards
Acajounuss,f,Acajounüsse
Acapulco,,
Acarologe,m,Acarologen
Acarologie,f,
Accent aigu,m,Accents aigus
Accent circonflexe,m,Accents circonflexes
Accent grave,m,Accents graves
Accentus,m,Accentus
Access,m,Access
Accessoire,n,Accessoires
Acciaccatura,f,Acciaccaturen
Accipiesholzschnitt,m,Accipiesholzschnitte
Accompagnato,n,
Accordatura,f,
Accoudoir,n,Accoudoirs
Account,,Accounts
Account-Management,n,Account-Managements
Account-Manager,m,Account-Manager
Account-Managerin,f,Account-Managerinnen
Accountant,m,Accountants
Accountmanagement,n,Accountmanagements
Accountmanager,m,Accountmanager
Accountmanagerin,f,Accountmanagerinnen
Accra,,
Accrochage,f,Accrochagen
Accroche-Cœur,n,
Acehisch,,
Acehnesisch,,
Acella,n,
Acephalie,f,Acephalien
Acer,,
Acer,,
Acer campestre,,
Acer monspessulanum,,
Acerola,f,Acerolas
Acerolakirsche,f,Acerolakirschen
Acerra,f,Acerras
Acerra,,
Acesal,n,
Acetabuloplastik,f,Acetabuloplastiken
Acetal,n,Acetale
Acetaldehyd,,
Acetamid,n,
Acetanilid,n,
Acetat,n,Acetate
Acetatpuffer,m,Acetatpuffer
Acetatseide,f,
Acetessigsäure,f,Acetessigsäuren
Aceton,n,
Acetonitril,n,Acetonitrile
Acetonurie,f,Acetonurien
Acetonämie,f,Acetonämien
Acetophenon,n,
Acetyl,n,
Acetylcellulose,f,
Acetylchlorid,n,
Acetylcholin,n,
Acetylen,n,
Acetylenid,n,Acetylenide
Acetylid,n,Acetylide
Acetylierung,f,Acetylierungen
Acetylsalicylsäure,f,
Acetylsäure,f,
Ach,n,
Ach-Laut,m,Ach-Laute
Achaia,,
Achaichus,,
Achaiischer Bund,m,
Achaikus,,
Achalasie,f,Achalasien
Achalm,f,
Achat,m,Achate
Achatz,,
Achatz,,
Achaz,,
Ache,f,
Acheilia,f,Acheiliae
Acheirie,f,Acheirien
Acheiropoieton,n,Acheiropoieta
Achensee,m,
Achenseebahn,f,–
Acher,,
Acherich,,
Achern,,
Acheron,m,
Acheuléen,n,
Acheuléen-Kultur,f,–
Achievementtest,m,Achievementtests
Achill,,
Achilles,,
Achillesferse,f,Achillesfersen
Achillessehne,f,Achillessehnen
Achillessehnenreflex,m,Achillessehnenreflexe
Achilleus,,
Achillodynie,f,Achillodynien
Achillotomie,f,Achillotomien
Achim,,
Achim,,
Achirie,f,Achirien
Achlaut,m,Achlaute
Achleitner,,
Achlorhydrie,f,
Achmed,,
Achner,,
Acholi,n,
Acholie,f,
Achondroplasie,f,Achondroplasien
Achroit,m,Achroite
Achromasie,f,Achromasien
Achromat,m,Achromate
Achromatin,n,
Achromatismus,m,Achromatismen
Achromatopsie,f,Achromatopsien
Achromatosis,f,Achromatosen
Achromie,f,Achromien
Achsabstand,m,Achsabstände
Achse,f,Achsen
Achsel,f,Achseln
Achsel,,
Achselhaar,n,Achselhaare
Achselhöhle,f,Achselhöhlen
Achselstück,n,Achselstücke
Achselzucken,n,
Achsenmacht,f,Achsenmächte
Achsenspiegelung,f,Achsenspiegelungen
Acht,f,Achten
Acht,f,
Acht-Stunden-Tag,m,Acht-Stunden-Tage
Acht-Uhr-Vorstellung,f,Acht-Uhr-Vorstellungen
Acht-Uhr-Zug,m,Acht-Uhr-Züge
Achtbettzimmer,n,Achtbettzimmer
Achte,m,Achten
Achteck,n,Achtecke
Achteckstempel,m,Achteckstempel
Achtel,,Achtel
Achtel,f,Achtel
Achtelfinale,n,
Achtelnote,f,Achtelnoten
Achter,m,Achter
Achter,,
Achter,m,
Achterbahn,f,Achterbahnen
Achterbahnkarriere,f,Achterbahnkarrieren
Achterblock,m,
Achterdeck,n,Achterdecks
Achtergruppe,f,Achtergruppen
Achterknoten,m,Achterknoten
Achterreihe,f,Achterreihen
Achterschiff,n,Achterschiffe
Achtersystem,n,
Achtgroschenjunge,m,
Achtjahresplan,m,Achtjahrespläne
Achtjahresvertrag,m,Achtjahresverträge
Achtjährige,f,
Achtjähriger,m,
Achtkampf,m,Achtkämpfe
Achtlosigkeit,f,Achtlosigkeiten
Achtmonatskind,n,Achtmonatskinder
Achtpfünder,m,Achtpfünder
Achtsamkeit,f,Achtsamkeiten
Achtstundentag,m,Achtstundentage
Achttausender,m,Achttausender
Achtuhrvorstellung,f,Achtuhrvorstellungen
Achtuhrzug,m,Achtuhrzüge
Achtundsechziger,m,Achtundsechziger
Achtundsechzigerin,f,Achtundsechzigerinnen
Achtung,f,
Achtungserfolg,m,Achtungserfolge
Achtzehn,f,
Achtzehner,m,Achtzehner
Achtzigjähriger Krieg,m,
Achtzylinder,m,Achtzylinder
Achtzylindermotor,m,Achtzylindermotoren
Achual,n,
Achwachisch,,
Achylia gastrica,f,Achyliae gastricae
Achylie,f,Achylien
Achäer,m,Achäer
Achäerin,f,Achäerinnen
Achäne,f,Achänen
Aché-Guayakí,n,
Acid,n,
Acid House,n,
Acid Jazz,m,
Acidhouse,n,
Acidimetrie,f,
Acidität,f,
Acidophilusmilch,f,
Acidophobie,f,
Acidose,f,Acidosen
Acidosis,f,Acidoses
Acidur,n,
Acker,m,
Acker-Gauchheil,m,Acker-Gauchheile
Ackerbau,m,
Ackerbauer,,Ackerbauern
Ackerboden,m,Ackerböden
Ackerbürger,m,Ackerbürger
Ackerbürgerhaus,n,Ackerbürgerhäuser
Ackerbürgerin,f,Ackerbürgerinnen
Ackerfurche,f,Ackerfurchen
Ackergauchheil,m,Ackergauchheile
Ackergaul,m,Ackergäule
Ackergerät,n,Ackergeräte
Ackerknecht,,
Ackerland,n,
Ackerling,m,Ackerlinge
Ackermann,m,Ackermänner
Ackermann,,
Ackerpferd,n,Ackerpferde
Ackerröte,f,
Ackerschachtelhalm,m,Ackerschachtelhalme
Ackerschnalle,f,Ackerschnallen
Ackerscholle,f,Ackerschollen
Ackerschotendotter,m,Ackerschotendotter
Ackersmann,m,
Ackerwagen,m,
Ackerwalze,f,Ackerwalzen
Ackerweg,m,Ackerwege
Ackerwinde,f,Ackerwinden
Ackesmann,,
Ackja,m,Ackjas
Acne,f,Acnen
Acne vulgaris,f,
Acolon,m,
Aconcagua,m,
Aconitin,n,Aconitine
Aconitsäure,f,Aconitsäuren
Acquedolci,,
Acquisition,f,Acquisitions
Acquit,n,Acquits
Acre,m,
Acre,,
Acridin,n,
Acrocomia,,
Acrocomia vinifera,,
Acrolein,n,
Acronal,n,
Acrotomophilie,f,Acrotomophilien
Acryl,n,
Acrylaldehyd,m,
Acrylamid,n,Acrylamide
Acrylan,n,
Acrylat,n,Acrylate
Acrylfaser,f,Acrylfasern
Acrylglas,n,
Acrylsäure,f,
Acta Apostolorum,,Acta Apostolorum
Acta Martyrum,,Acta Martyrum
Acta Sanctorum,,Acta Sanctorum
Actiniden,m,Actiniden
Actinium,n,
Actinoid,n,Actinoide
Actio,f,
Action,f,–
Action-Painting,n,
Actionfilm,m,Actionfilme
Actionpainting,n,
Acyl,n,Acyle
Acylierung,f,Acylierungen
Acylradikal,n,Acylradikale
Acylrest,m,Acylreste
Ad-hoc-Bildung,f,Ad-hoc-Bildungen
Ad-hoc-Formation,f,Ad-hoc-Formationen
Ad-hoc-Kompositum,n,Ad-hoc-Komposita
Ad-hoc-Stichprobe,f,Ad-hoc-Stichproben
Ada,,
Ada,,
Ada,,
Adala,,
Adalar,,
Adalbald,,
Adalberht,,
Adalbero,,
Adalbert,,
Adalbert,,
Adalbod,,
Adalbold,,
Adalbrand,,
Adalbrecht,,
Adaldag,,
Adalfried,,
Adalger,,
Adalgis,,
Adalhard,,
Adalhart,,
Adalhelm,,
Adalher,,
Adalmann,,
Adalmar,,
Adalmund,,
Adalnot,,
Adalper,,
Adalpero,,
Adalrad,,
Adalrich,,
Adalward,,
Adalwin,,
Adalwolf,,
Adalwulf,,
Adam,,
Adam,,
Adama,,
Adamant,m,Adamanten
Adamaoua,,
Adamawa-Sprache,f,Adamawa-Sprachen
Adamek,,
Adamsapfel,m,Adamsäpfel
Adamsbrücke,f,
Adamskostüm,n,
Adamspik,m,
Adana,,
Adaptabilität,f,
Adaptation,f,Adaptationen
Adapter,m,Adapter
Adaption,f,Adaptionen
Adaptivität,f,
Adaptometer,n,Adaptometer
Adar,m,
Add-on,n,Add-ons
Adda,f,
Addax,,
Addax nasomaculatus,,
Addendum,n,Addenda
Addi,,
Addiermaschine,f,Addiermaschinen
Addis Abeba,,
Addition,f,Additionen
Additionssystem,n,Additionssysteme
Additionszeichen,n,Additionszeichen
Additiv,n, Additive
Addo,,
Ade,n,Ades
Ade,,
Adebar,m,Adebare
Adel,m,
Adelaide,,
Adelar,,
Adelbald,,
Adelbert,,
Adelbrand,,
Adelbrecht,,
Adele,,
Adelegg,f,
Adelfons,,
Adelger,,
Adelgis,,
Adelgras,n,
Adelhar,,
Adelhard,,
Adelheid,,
Adelhelm,,
Adelhelm,,
Adelher,,
Adeliepinguin,m,Adeliepinguine
Adeliger,m,
Adelmar,,
Adelmund,,
Adelnot,,
Adelphie,f,Adelphien
Adelrich,,
Adelsberg,,
Adelsheim,,
Adelsprädikat,n,Adelsprädikate
Adelsstand,m,Adelsstände
Adelstitel,m,Adelstitel
Adelwin,,
Ademar,,
Ademtion,f,Ademtionen
Ademund,,
Aden,,
Adena-Kultur,f,
Adenau,,
Adenauer,,
Adenin,n,Adenine
Adenitis,f,Adenitiden
Adenom,n,Adenome
Adenopathie,f,Adenopathien
Adenosintriphosphat,n,
Adenotom,n,Adenotome
Adenotomie,f,Adenotomien
Adeodatus,,
Adept,m,Adepten
Adeptin,f,Adeptinnen
Ader,f,Adern
Aderlass,m,Aderlasse
Aderleitung,f,Aderleitungen
Adespota,,Adespota
Adessiv,m,Adessive
Adhelm,,
Adhortativ,m,Adhortative
Adhäsion,f,Adhäsionen
Adhäsionsprozess,m,Adhäsionsprozesse
Adhäsionsverfahren,n,Adhäsionsverfahren
Adhäsionsverschluss,m,Adhäsionsverschlüsse
Adi,,
Adiaphora,,Adiaphora
Adiaphoron,n,Adiaphora
Adieu,n,Adieus
Adige,f,
Adilette,f,Adiletten
Adipinsäure,f,
Adipositas,f,
Adiposität,f,
Adjazenz,f,Adjazenzen
Adje,,
Adjektiv,n,Adjektive
Adjektivadverb,n,Adjektivadverbien
Adjektivflexion,f,Adjektivflexionen
Adjektivierung,f,Adjektivierungen
Adjektivphrase,f,Adjektivphrasen
Adjektivstamm,m,Adjektivstämme
Adjunkt,m,Adjunkten
Adjutant,m,Adjutanten
Adjutantin,f,Adjutantinnen
Adjuvans,n,
Adlativ,m,Adlative
Adlatus,m,
Adler,m,Adler
Adler,f,
Adler,,
Adler,,
Adlerauge,n,Adleraugen
Adlerfarn,m,Adlerfarne
Adlergebirge,n,
Adlerhorst,m,Adlerhorste
Adlerkapitell,n,Adlerkapitelle
Adlernase,f,Adlernasen
Adlershof,,
Adlerstein,m,Adlersteine
Adlige,f,
Adliger,m,
Admin,m,Admins
Administration,f,Administrationen
Administrator,m,Administratoren
Administratorin,f,Administratorinnen
Admiral,m,
Admiralität,f,Admiralitäten
Admiralitätsinseln,,Admiralitätsinseln
Admiralsdienstgrad,m,Admiralsdienstgrade
Admiralstab,m,Admiralstäbe
Admittanz,f,Admittanzen
Admund,,
Adner,,
Adnex,m,Adnexe
Ado,,
Adobe,m,Adobes
Adolar,,
Adoleszenz,f,
Adolf,,
Adolf,,
Adonai,,
Adonaj,,
Adoneus,m,
Adonis,m,
Adonis,m,Adonisse
Adonis,f,Adonis
Adonisröschen,n,Adonisröschen
Adonius,m,
Adoption,f,Adoptionen
Adoptivbruder,m,Adoptivbrüder
Adoptiveltern,,Adoptiveltern
Adoptivgeschwister,n,Adoptivgeschwister
Adoptivkaiser,m,Adoptivkaiser
Adoptivkaisertum,n,
Adoptivkind,n,Adoptivkinder
Adoptivmutter,f,Adoptivmütter
Adoptivschwester,f,Adoptivschwestern
Adoptivsohn,m,Adoptivsöhne
Adoptivtochter,f,Adoptivtöchter
Adoptivvater,m,Adoptivväter
Adoration,f,Adorationen
Adorf,,
Adorf,,
Adour,m,
Adposition,f,Adpositionen
Adram,,
Adrar,,
Adrar des Iforas,,
Adrenalin,n,
Adrenalinspiegel,m,Adrenalinspiegel
Adressant,m,Adressanten
Adressat,m,Adressaten
Adressatin,f,Adressatinnen
Adressbuch,n,Adressbücher
Adresse,f,Adressen
Adressenliste,f,Adressenlisten
Adressenverzeichnis,n,Adressenverzeichnisse
Adressiermaschine,f,Adressiermaschinen
Adria,f,
Adria,,
Adrian,,
Adrian,,
Adrianopel,,
Adriatisches Meer,n,
Adscharien,,
Adschman,,
Adsorbens,n,
Adsorption,f,Adsorptionen
Adstrat,n,Adstrate
Aduatuca Tungrorum,,
Adular,m,Adulare
Advektion,f,Advektionen
Advektionsnebel,m,Advektionsnebel
Advent,m,Advente
Adventgemeinde,f,Adventgemeinden
Adventist,m,Adventisten
Adventistin,f,Adventistinnen
Adventkalender,m,Adventkalender
Adventkranz,m,Adventkränze
Adventsamstag,m,Adventsamstage
Adventskalender,m,Adventskalender
Adventskerze,f,Adventskerzen
Adventskonzert,n,Adventskonzerte
Adventskranz,m,Adventskränze
Adventslied,n,Adventslieder
Adventsmarkt,m,Adventsmärkte
Adventsonntag,m,Adventsonntage
Adventssamstag,m,Adventssamstage
Adventssonntag,m,Adventssonntage
Adventsstern,m,Adventssterne
Adventszeit,f,Adventszeiten
Adverb,n,Adverbien
Adverbial,n,Adverbiale
Adverbialadjektiv,n,Adverbialadjektive
Adverbialbestimmung,f,Adverbialbestimmungen
Adverbiale,n,
Adverbialis,m,
Adverbialklammer,f,Adverbialklammern
Adverbialsatz,m,Adverbialsätze
Adverbium,n,
Adverbklammer,f,Adverbklammern
Adverbphrase,f,Adverbphrasen
Adversativsatz,m,Adversativsätze
Advocatus Diaboli,m,Advocati Diaboli
Advokat,m,Advokaten
Adward,,
Adware,f,Adwares
Adwart,,
Adwin,,
Adygea,,
Adygeisch,,
Adynaton,n,Adynata
Adäquanz,f,
Adäquatheit,f,
Aeolsharfe,f,Aeolsharfen
Aerinit,m,Aeriniten
Aerobic,,
Aerobier,m,Aerobier
Aerobiologie,f,
Aerobiont,m,Aerobionten
Aeroclub,m,Aeroclubs
Aerodrom,n,Aerodrome
Aerodynamik,f,
Aerogel,n,Aerogele
Aerogramm,n,Aerogramme
Aeroklub,m,Aeroklubs
Aerolith,,
Aeromantie,f,
Aerophagie,f,Aerophagien
Aerophilatelie,f,
Aerophobie,f,Aerophobien
Aeroplan,m,Aeroplane
Aerosol,n,Aerosole
Aerosolabscheider,m,Aerosolabscheider
Aerosolbombe,f,Aerosolbomben
Aetit,m,Aetite
AfD-Politiker,m,AfD-Politiker
AfD-Politikerin,f,AfD-Politikerinnen
Afar,,
Afar,m,Afar
Afar-Sprache,f,
Affaire,f,Affairen
Affe,m,Affen
Affekt,m,Affekte
Affekthandlung,f,Affekthandlungen
Affektiertheit,f,Affektiertheiten
Affektivität,f,Affektivitäten
Affektkontrolle,f,–
Affektstarre,f,Affektstarren
Affenarsch,m,Affenärsche
Affenart,f,Affenarten
Affenbrotbaum,m,Affenbrotbäume
Affenfaust,f,Affenfäuste
Affengriff,m,Affengriffe
Affenhaus,n,Affenhäuser
Affenhitze,f,
Affenkäfig,m,Affenkäfige
Affenliebe,f,
Affenmensch,m,Affenmenschen
Affenpinscher,m,Affenpinscher
Affenschande,f,
Affenschaukel,f,Affenschaukeln
Affenstall,m,Affenställe
Affentaler,m,Affentaler
Affentheater,n,Affentheater
Affenzahn,m,Affenzähne
Affenzahn,m,
Affiche,f,Affichen
Affidavit,n,Affidavits
Affigierung,f,
Affiliation,f,Affiliationen
Affinität,f,Affinitäten
Affirmation,f,Affirmationen
Affix,n,Affixe
Affixoid,n,Affixoide
Affizierung,f,Affizierungen
Affrikate,f,Affrikaten
Affront,m,Affronts
Affäre,f,Affären
Afghan,,
Afghane,m,Afghanen
Afghani,m,
Afghanin,f,Afghaninnen
Afghanistan,,
Aflatoxin,n,Aflatoxine
Afra,,
Afrika,,
Afrika-Eurasien,,
Afrikaans,,
Afrikaforscher,m,Afrikaforscher
Afrikakämpfer,m,Afrikakämpfer
Afrikameister,m,Afrikameister
Afrikameisterschaft,f,Afrikameisterschaften
Afrikaner,m,Afrikaner
Afrikanerin,f,Afrikanerinnen
Afrikanisches Jahr,,
Afrikanistik,f,
Afrikawissenschaft,f,Afrikawissenschaften
Afroamerikaner,m,Afroamerikaner
Afroamerikanerin,f,Afroamerikanerinnen
Afrolook,m,
After,m,After
After-Baby-Body,m,After-Baby-Bodys
After-Hour-Party,f,After-Hour-Partys
After-Show-Party,f,After-Show-Partys
After-Work-Party,f,After-Work-Partys
Afterform,f,Afterformen
Aftergehörn,n,
Afterhourparty,f,Afterhourpartys
Afterkind,n,Afterkinder
Aftermedich,,
Afterpolitik,f,
Aftershave,n,Aftershaves
Aftershave-Lotion,f,Aftershave-Lotions
Aftershavelotion,f,Aftershavelotions
Aftervasall,m,Aftervasallen
Afterworkparty,f,Afterworkpartys
Agadez,,
Agadir,,
Agalaktie,f,Agalaktien
Agamemnon,,
Agamet,m,Agameten
Agamie,f,
Agapanthus,,
Agape,f,Agapen
Agar,,
Agar,,
Agar-Agar,,
Agaricus blazei,m,Agaricus blazei
Agartala,,
Agathe,,
Agave,f,Agaven
Agaw,n,
Agbald,,
Agbert,,
Agehard,,
Agency,f,
Agenda,f,Agenden
Agenesie,f,Agenesien
Agens,,
Agent,m,Agenten
Agent Orange,n,
Agent Provocateur,m,Agents Provocateurs
Agent provocateur,m,Agents provocateurs
Agentengeschichte,f,Agentengeschichten
Agentin,f,Agentinnen
Agentur,f,Agenturen
Agenturbericht,m,Agenturberichte
Agerich,,
Ageusie,f,Ageusien
